left_wheel_current_velocity,left_wheel_target_velocity,left_wheel_current_sin_position,left_wheel_current_cos_position,left_wheel_torque
0.0,0,0.0,0.0,0.0
0.0,0,0.140658,-0.990058,-0.521633
0.0,0,0.140658,-0.990058,-0.521633
-0.020944,0,0.143695,-0.989622,-0.471
-0.0523599,0,0.143695,-0.989622,-0.521633
-0.020944,0,0.142177,-0.989841,-0.571848
0.0314159,0,0.140658,-0.990058,-0.521633
0.0,0,0.142177,-0.989841,-0.546793
0.010472,0,0.140658,-0.990058,-0.521633
0.020944,0,0.142177,-0.989841,-0.496368
0.0,0,0.140658,-0.990058,-0.546793
0.010472,0,0.140658,-0.990058,-0.521633
0.010472,0,0.140658,-0.990058,-0.521633
0.0,0,0.140658,-0.990058,-0.546793
0.0,0,0.140658,-0.990058,-0.521633
-0.010472,0,0.142177,-0.989841,-0.496368
-0.020944,0,0.142177,-0.989841,-0.471
-0.0418879,0,0.143695,-0.989622,-0.546793
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.140658,-0.990058,-0.546793
0.020944,0,0.140658,-0.990058,-0.546793
0.020944,0,0.140658,-0.990058,-0.521633
0.010472,0,0.140658,-0.990058,-0.546793
0.0,0,0.140658,-0.990058,-0.546793
0.0,0,0.140658,-0.990058,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
-0.020944,0,0.142177,-0.989841,-0.496368
-0.010472,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.546793
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.496368
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,0,0.142177,-0.989841,-0.521633
0.0,15,0.142177,-0.989841,-0.521633
0.0,15,0.142177,-0.989841,-0.342617
0.575959,15,0.126977,-0.991906,-0.342617
1.73835,15,0.0919091,-0.995767,-0.316635
3.40339,15,0.0398731,-0.999205,-0.316635
5.13127,15,-0.0306748,-0.999529,-0.342617
6.9115,15,-0.119365,-0.99285,-0.290552
8.66032,15,-0.223589,-0.974684,-0.316635
10.5453,15,-0.34698,-0.937872,-0.394277
12.3046,15,-0.476799,-0.879012,-0.445528
13.3832,15,-0.594467,-0.80412,-0.471
14.0848,15,-0.704934,-0.709273,-0.368498
14.399,15,-0.799537,-0.600617,-0.471
14.6608,15,-0.879743,-0.47545,-0.419954
14.755,15,-0.939984,-0.341219,-0.419954
14.8597,15,-0.980182,-0.198098,-0.419954
14.9121,15,-0.998476,-0.0551953,-0.394277
14.9435,15,-0.995334,0.0964904,-0.471
14.9749,15,-0.969657,0.244468,-0.394277
14.9749,15,-0.922109,0.386931,-0.445528
15.0063,15,-0.854558,0.519356,-0.394277
14.9959,15,-0.766154,0.642657,-0.445528
15.0168,15,-0.662416,0.749136,-0.445528
15.0063,15,-0.541462,0.840725,-0.394277
15.0063,15,-0.413638,0.910441,-0.419954
15.0168,15,-0.268191,0.963366,-0.419954
15.0063,15,-0.122411,0.99248,-0.419954
15.0273,15,0.0276081,0.999619,-0.445528
15.0168,15,0.173984,0.984748,-0.419954
15.0273,15,0.322408,0.946601,-0.471
15.0378,15,0.457813,0.889048,-0.368498
15.0168,15,0.589521,0.807753,-0.496368
15.0482,15,0.700569,0.713585,-0.368498
15.0168,15,0.801376,0.598161,-0.471
15.0482,15,0.886223,0.46326,-0.419954
15.0168,15,0.942573,0.334,-0.471
15.0273,15,0.981673,0.190575,-0.445528
15.0168,15,0.999142,0.0414056,-0.419954
15.0168,15,0.993907,-0.110222,-0.471
15.0273,15,0.96619,-0.257831,-0.419954
15.0063,15,0.917901,-0.39681,-0.471
15.0273,15,0.848932,-0.528502,-0.394277
15.0063,15,0.75821,-0.652011,-0.471
15.0168,15,0.652011,-0.75821,-0.445528
15.0063,15,0.532403,-0.846491,-0.394277
15.0063,15,0.399624,-0.916679,-0.445528
15.0168,15,0.259313,-0.965793,-0.394277
15.0063,15,0.110222,-0.993907,-0.471
15.0168,15,-0.0398731,-0.999205,-0.419954
15.0063,15,-0.187562,-0.982253,-0.394277
15.0063,15,-0.334,-0.942573,-0.471
15.0168,15,-0.471397,-0.881921,-0.419954
14.9959,15,-0.598161,-0.801376,-0.471
15.0168,15,-0.708191,-0.706021,-0.368498
14.9854,15,-0.806848,-0.59076,-0.471
15.0273,15,-0.886223,-0.46326,-0.419954
14.9959,15,-0.945107,-0.32676,-0.471
15.0168,15,-0.98421,-0.177004,-0.445528
14.9959,15,-0.999431,-0.0337413,-0.419954
15.0063,15,-0.992291,0.123933,-0.471
15.0063,15,-0.963366,0.268191,-0.394277
14.9854,15,-0.913587,0.406643,-0.471
15.0063,15,-0.843208,0.537587,-0.394277
14.9959,15,-0.755201,0.655493,-0.471
15.0063,15,-0.648514,0.761202,-0.445528
14.9959,15,-0.525895,0.85055,-0.394277
14.9854,15,-0.393992,0.919114,-0.445528
15.0063,15,-0.248928,0.968522,-0.394277
14.9854,15,-0.107172,0.99424,-0.471
15.0063,15,0.0460035,0.998941,-0.419954
14.9854,15,0.192081,0.981379,-0.419954
15.0063,15,0.341219,0.939984,-0.471
15.0063,15,0.4741,0.880471,-0.394277
14.9959,15,0.610383,0.792107,-0.471
15.0168,15,0.713585,0.700569,-0.394277
14.9854,15,0.811355,0.584554,-0.496368
15.0273,15,0.88975,0.456449,-0.419954
14.9854,15,0.947586,0.319502,-0.471
15.0063,15,0.985014,0.172473,-0.445528
14.9959,15,0.99966,0.0260745,-0.419954
14.9959,15,0.991906,-0.126977,-0.471
15.0063,15,0.962121,-0.272622,-0.419954
14.9854,15,0.909806,-0.415035,-0.471
15.0063,15,0.83906,-0.544039,-0.394277
14.9854,15,0.7471,-0.664711,-0.471
14.9959,15,0.641481,-0.767139,-0.445528
14.9854,15,0.520666,-0.85376,-0.419954
14.9854,15,0.385516,-0.922701,-0.445528
14.9959,15,0.24298,-0.970031,-0.419954
14.9854,15,0.0949628,-0.995481,-0.471
15.0063,15,-0.0521319,-0.99864,-0.419954
14.9854,15,-0.201105,-0.97957,-0.445528
14.9959,15,-0.348419,-0.937339,-0.471
14.9959,15,-0.483527,-0.875329,-0.445528
14.9854,15,-0.611598,-0.791169,-0.471
14.9959,15,-0.721066,-0.692866,-0.368498
14.9749,15,-0.825456,-0.564466,-0.471
15.0063,15,-0.8946,-0.446869,-0.368498
14.9749,15,-0.950008,-0.312225,-0.471
14.9959,15,-0.986809,-0.161886,-0.419954
14.9749,15,-0.999905,-0.0138052,-0.445528
14.9854,15,-0.990695,0.136101,-0.471
14.9854,15,-0.960002,0.279993,-0.419954
14.9749,15,-0.905947,0.423391,-0.471
14.9854,15,-0.834018,0.551738,-0.419954
14.9749,15,-0.743008,0.669282,-0.471
14.9854,15,-0.635578,0.772037,-0.445528
14.9749,15,-0.506186,0.862424,-0.394277
14.9749,15,-0.378427,0.925631,-0.445528
14.9854,15,-0.235533,0.971866,-0.394277
14.9749,15,-0.0888535,0.996045,-0.471
14.9959,15,0.0613213,0.998118,-0.419954
14.9749,15,0.210112,0.977677,-0.445528
14.9959,15,0.357031,0.934092,-0.471
14.9959,15,0.488889,0.872346,-0.419954
14.9854,15,0.616441,0.787401,-0.471
14.9959,15,0.725304,0.688429,-0.368498
14.9854,15,0.823721,0.566995,-0.471
15.0168,15,0.897325,0.441371,-0.419954
14.9749,15,0.953306,0.302006,-0.471
15.0063,15,0.987544,0.157343,-0.419954
14.9854,15,0.999942,0.0107372,-0.445528
14.9959,15,0.989841,-0.142177,-0.471
14.9854,15,0.957826,-0.287348,-0.419954
14.9749,15,0.903989,-0.427555,-0.471
14.9959,15,0.829761,-0.558119,-0.394277
14.9749,15,0.736816,-0.676093,-0.471
14.9854,15,0.628446,-0.777853,-0.445528
14.9749,15,0.506187,-0.862424,-0.419954
14.9749,15,0.369892,-0.929075,-0.445528
14.9854,15,0.229565,-0.973293,-0.419954
14.9749,15,0.0781533,-0.996941,-0.471
14.9854,15,-0.0735654,-0.99729,-0.419954
14.9749,15,-0.219102,-0.975702,-0.419954
14.9959,15,-0.361327,-0.932439,-0.419954
14.9749,15,-0.496898,-0.867809,-0.419954
14.9749,15,-0.62126,-0.783604,-0.471
14.9854,15,-0.731609,-0.681724,-0.342617
14.9645,15,-0.823721,-0.566996,-0.471
14.9959,15,-0.900016,-0.435856,-0.394277
14.9645,15,-0.955141,-0.29615,-0.471
14.9959,15,-0.988491,-0.151281,-0.394277
14.9645,15,-0.999971,0.00767069,-0.471
14.9854,15,-0.98895,0.148249,-0.471
14.9749,15,-0.956494,0.291752,-0.419954
14.9749,15,-0.901349,0.433094,-0.471
14.9749,15,-0.828044,0.560663,-0.419954
14.9645,15,-0.733697,0.679476,-0.471
14.9749,15,-0.626056,0.779778,-0.445528
14.9645,15,-0.500884,0.865514,-0.419954
14.9645,15,-0.367039,0.930206,-0.445528
14.9854,15,-0.223588,0.974684,-0.419954
14.9749,15,-0.0766231,0.99706,-0.471
14.9854,15,0.0720354,0.997402,-0.419954
14.9645,15,0.220598,0.975365,-0.471
14.9959,15,0.369892,0.929075,-0.445528
14.9854,15,0.498227,0.867046,-0.419954
14.9854,15,0.623662,0.781695,-0.471
14.9959,15,0.730564,0.682845,-0.394277
14.9749,15,0.825456,0.564466,-0.471
15.0063,15,0.900016,0.435857,-0.394277
14.9749,15,0.954686,0.297615,-0.471
14.9959,15,0.989177,0.14673,-0.419954
14.9749,15,1.0,-6.87457e-07,-0.445528
14.9854,15,0.989176,-0.146732,-0.471
14.9749,15,0.954228,-0.29908,-0.419954
14.9749,15,0.901349,-0.433094,-0.471
14.9854,15,0.824589,-0.565732,-0.394277
14.9645,15,0.733697,-0.679477,-0.496368
14.9749,15,0.622461,-0.782651,-0.419954
14.9645,15,0.492898,-0.870087,-0.445528
14.9749,15,0.361325,-0.93244,-0.445528
14.9854,15,0.219101,-0.975702,-0.419954
14.9749,15,0.0536628,-0.998559,-0.471
14.9854,15,-0.0766245,-0.99706,-0.419954
14.9645,15,-0.228073,-0.973644,-0.471
14.9854,15,-0.368468,-0.92964,-0.445528
14.9645,15,-0.51015,-0.860085,-0.419954
14.9854,15,-0.642657,-0.766154,-0.445528
14.954,15,-0.778817,-0.627251,-0.445528
14.9749,15,-0.842383,-0.53888,-0.471
14.9959,15,-0.904644,-0.426168,-0.368498
14.9645,15,-0.957826,-0.287347,-0.471
14.9854,15,-0.989622,-0.143694,-0.394277
14.9645,15,-0.999989,0.00460248,-0.471
14.9854,15,-0.987784,0.15583,-0.445528
14.9645,15,-0.951435,0.307851,-0.445528
14.9749,15,-0.898,0.439995,-0.445528
14.9645,15,-0.802292,0.596932,-0.419954
14.9645,15,-0.724247,0.689541,-0.471
14.9645,15,-0.615231,0.788347,-0.445528
14.954,15,-0.479494,0.877545,-0.419954
14.9645,15,-0.359894,0.932993,-0.445528
14.9749,15,-0.177004,0.98421,-0.445528
14.9645,15,-0.0689733,0.997618,-0.471
14.9854,15,0.0857982,0.996313,-0.419954
14.9645,15,0.228072,0.973644,-0.471
14.9854,15,0.372742,0.927935,-0.419954
14.9645,15,0.528503,0.848932,-0.445528
14.9749,15,0.633208,0.773982,-0.471
14.9749,0,0.633208,0.773982,-0.471
14.9749,0,0.769104,0.639123,-0.471
14.7445,0,0.907887,0.419216,-0.596798
13.5926,0,0.949528,0.313681,-0.571848
13.5926,0,0.949528,0.313681,-0.571848
9.7913,0,0.989841,0.142175,-0.521633
7.90634,0,0.995907,0.0903808,-0.496368
5.65487,0,0.998719,0.0505981,-0.546793
4.09454,0,0.999378,0.0352735,-0.496368
2.36667,0,0.999699,0.02454,-0.471
1.36136,0,0.999858,0.0168722,-0.496368
0.84823,0,0.999942,0.0107368,-0.471
0.513127,0,0.999971,0.00766994,-0.471
0.314159,0,0.999989,0.00460108,-0.471
0.178024,0,0.999995,0.00306758,-0.496368
0.0837758,0,0.999999,0.00153408,-0.471
0.0418879,0,0.999999,0.00153408,-0.471
0.0,0,0.999999,0.00153408,-0.471
-0.010472,0,0.999999,0.00153408,-0.471
-0.020944,0,0.999999,0.00153408,-0.471
-0.0314159,0,0.999999,0.00153408,-0.496368
-0.0314159,0,0.999999,0.00153408,-0.496368
-0.0314159,0,0.999999,0.00153408,-0.496368
-0.0314159,0,0.999999,0.00153408,-0.496368
-0.0314159,0,0.999999,0.00153408,-0.521633
-0.0314159,0,0.999999,0.00153408,-0.521633
-0.0314159,0,0.999999,0.00153408,-0.521633
-0.0314159,0,0.999999,0.00153408,-0.521633
-0.0314159,0,0.999999,0.00153408,-0.496368
-0.0523599,0,0.999999,0.00153408,-0.521633
-0.0418879,0,0.999995,0.00306758,-0.471
-0.0523599,0,0.999995,0.00306758,-0.496368
-0.0418879,0,0.999995,0.00306758,-0.521633
-0.0314159,0,0.999995,0.00306758,-0.521633
-0.0314159,0,0.999995,0.00306758,-0.521633
-0.0314159,0,0.999995,0.00306758,-0.521633
-0.0523599,0,0.999995,0.00306758,-0.521633
-0.0418879,0,0.999989,0.00460108,-0.496368
-0.0418879,0,0.999989,0.00460108,-0.521633
-0.0418879,0,0.999989,0.00460108,-0.521633
-0.0314159,0,0.999989,0.00460108,-0.521633
-0.0314159,0,0.999989,0.00460108,-0.521633
-0.0314159,0,0.999989,0.00460108,-0.521633
-0.0523599,0,0.999989,0.00460108,-0.546793
-0.0418879,0,0.999981,0.00613456,-0.521633
-0.0418879,0,0.999981,0.00613456,-0.521633
-0.0314159,0,0.999981,0.00613456,-0.521633
-0.0314159,0,0.999981,0.00613456,-0.521633
-0.0314159,0,0.999971,0.00766994,-0.521633
-0.0418879,0,0.999981,0.00613456,-0.521633
-0.0418879,0,0.999971,0.00766994,-0.521633
-0.0314159,0,0.999971,0.00766994,-0.521633
-0.0314159,0,0.999971,0.00766994,-0.521633
-0.0418879,0,0.999958,0.0092034,-0.521633
-0.0314159,0,0.999958,0.0092034,-0.496368
-0.0418879,0,0.999958,0.0092034,-0.521633
-0.0314159,0,0.999958,0.0092034,-0.521633
-0.0314159,0,0.999958,0.0092034,-0.521633
-0.0418879,0,0.999942,0.0107368,-0.496368
-0.0314159,0,0.999942,0.0107368,-0.496368
-0.0418879,0,0.999942,0.0107368,-0.521633
-0.0314159,0,0.999942,0.0107368,-0.521633
-0.020944,0,0.999942,0.0107368,-0.521633
-0.020944,0,0.999925,0.0122702,-0.521633
-0.0418879,0,0.999942,0.0107368,-0.521633
-0.0314159,0,0.999925,0.0122702,-0.521633
-0.0314159,0,0.999925,0.0122702,-0.521633
-0.0314159,0,0.999925,0.0122702,-0.521633
-0.020944,0,0.999925,0.0122702,-0.496368
-0.0418879,0,0.999925,0.0122702,-0.546793
-0.0314159,0,0.999905,0.0138055,-0.521633
-0.0314159,0,0.999905,0.0138055,-0.521633
-0.0314159,0,0.999905,0.0138055,-0.521633
-0.020944,0,0.999905,0.0138055,-0.521633
-0.020944,0,0.999905,0.0138055,-0.521633
-0.020944,0,0.999905,0.0138055,-0.521633
-0.0418879,0,0.999905,0.0138055,-0.546793
-0.0314159,0,0.999882,0.0153389,-0.521633
-0.0314159,0,0.999882,0.0153389,-0.521633
-0.020944,0,0.999882,0.0153389,-0.521633
-0.020944,0,0.999882,0.0153389,-0.521633
-0.020944,0,0.999882,0.0153389,-0.521633
-0.010472,0,0.999882,0.0153389,-0.521633
-0.010472,0,0.999882,0.0153389,-0.496368
-0.0314159,0,0.999882,0.0153389,-0.546793
-0.020944,0,0.999858,0.0168722,-0.496368
-0.0314159,0,0.999858,0.0168722,-0.521633
-0.020944,0,0.999858,0.0168722,-0.521633
-0.020944,0,0.999858,0.0168722,-0.521633
-0.010472,0,0.999858,0.0168722,-0.521633
-0.010472,0,0.999858,0.0168722,-0.521633
-0.010472,0,0.999858,0.0168722,-0.521633
-0.0314159,0,0.999831,0.0184054,-0.546793
-0.020944,0,0.999831,0.0184054,-0.521633
-0.0314159,0,0.999831,0.0184054,-0.521633
-0.020944,0,0.999831,0.0184054,-0.521633
-0.020944,0,0.999831,0.0184054,-0.521633
-0.010472,0,0.999831,0.0184054,-0.521633
-0.010472,0,0.999831,0.0184054,-0.521633
-0.010472,0,0.999831,0.0184054,-0.521633
-0.0314159,0,0.999801,0.0199406,-0.521633
-0.020944,0,0.999801,0.0199406,-0.496368
-0.0314159,0,0.999801,0.0199406,-0.521633
-0.020944,0,0.999801,0.0199406,-0.521633
-0.010472,0,0.999801,0.0199406,-0.521633
-0.010472,0,0.999801,0.0199406,-0.496368
-0.010472,0,0.999801,0.0199406,-0.521633
-0.010472,0,0.999801,0.0199406,-0.521633
-0.010472,0,0.999801,0.0199406,-0.521633
-0.010472,0,0.999801,0.0199406,-0.521633
-0.010472,0,0.999801,0.0199406,-0.521633
-0.020944,0,0.999769,0.0214738,-0.521633
-0.020944,0,0.999769,0.0214738,-0.496368
-0.0314159,0,0.999769,0.0214738,-0.521633
-0.020944,0,0.999769,0.0214738,-0.521633
-0.010472,0,0.999769,0.0214738,-0.521633
-0.010472,0,0.999769,0.0214738,-0.521633
-0.010472,0,0.999769,0.0214738,-0.521633
-0.010472,0,0.999769,0.0214738,-0.521633
-0.010472,0,0.999769,0.0214738,-0.521633
-0.010472,0,0.999769,0.0214738,-0.521633
-0.010472,0,0.999769,0.0214738,-0.521633
0.0,0,0.999769,0.0214738,-0.521633
-0.0314159,0,0.999735,0.0230069,-0.521633
-0.010472,0,0.999735,0.0230069,-0.471
