right_wheel_current_velocity,right_wheel_target_velocity,right_wheel_current_sin_position,right_wheel_current_cos_position,right_wheel_torque
0.0,0,0.0,0.0,0.0
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.010472,0,0.760207,0.649681,0.496368
-0.0418879,0,0.759209,0.650847,0.496368
-0.020944,0,0.760207,0.649681,0.419954
0.0418879,0,0.762196,0.647346,0.445528
0.0418879,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.020944,0,0.760207,0.649681,0.471
-0.020944,0,0.760207,0.649681,0.471
-0.010472,0,0.760207,0.649681,0.471
-0.0,0,0.760207,0.649681,0.471
-0.0,0,0.760207,0.649681,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.760207,0.649681,0.471
-0.0,0,0.760207,0.649681,0.471
0.010472,0,0.761202,0.648514,0.471
-0.0,0,0.760207,0.649681,0.471
0.010472,0,0.761202,0.648514,0.471
0.010472,0,0.761202,0.648514,0.471
0.010472,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.010472,0,0.761202,0.648514,0.471
-0.0,0,0.760207,0.649681,0.471
-0.010472,0,0.761202,0.648514,0.471
-0.0,0,0.760207,0.649681,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.760207,0.649681,0.471
-0.010472,0,0.760207,0.649681,0.471
-0.0,0,0.760207,0.649681,0.471
-0.0,0,0.760207,0.649681,0.471
-0.0,0,0.760207,0.649681,0.471
-0.0,0,0.760207,0.649681,0.471
-0.0,0,0.760207,0.649681,0.471
-0.0,0,0.760207,0.649681,0.471
-0.0,0,0.760207,0.649681,0.471
-0.0,0,0.760207,0.649681,0.471
-0.0,0,0.760207,0.649681,0.471
-0.0,0,0.760207,0.649681,0.471
-0.0,0,0.760207,0.649681,0.471
-0.0,0,0.760207,0.649681,0.471
0.010472,0,0.761202,0.648514,0.471
-0.0,0,0.760207,0.649681,0.471
0.010472,0,0.761202,0.648514,0.471
0.010472,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.496368
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.496368
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,0,0.761202,0.648514,0.471
-0.0,15,0.761202,0.648514,0.471
-0.0,15,0.761202,0.648514,0.596798
0.492183,15,0.771061,0.636762,0.596798
1.7174,15,0.792107,0.610383,0.571848
3.63378,15,0.827184,0.561931,0.571848
5.55015,15,0.86933,0.494232,0.546793
7.52935,15,0.912962,0.408044,0.571848
9.46667,15,0.953306,0.302006,0.596798
11.3202,15,0.985014,0.172473,0.546793
12.8177,15,0.999619,0.0276081,0.496368
13.7497,15,0.993737,-0.111747,0.496368
14.2524,15,0.96619,-0.257831,0.496368
14.556,15,0.918508,-0.395401,0.471
14.7236,15,0.850549,-0.525895,0.546793
14.8178,15,0.762196,-0.647346,0.471
14.9121,15,0.658961,-0.752177,0.521633
14.9435,15,0.542751,-0.839894,0.471
14.9959,15,0.409444,-0.912335,0.546793
14.9854,15,0.266713,-0.963776,0.471
15.0273,15,0.120888,-0.992666,0.521633
15.0168,15,-0.0291417,-0.999575,0.471
15.0378,15,-0.181532,-0.983385,0.546793
15.0378,15,-0.32531,-0.945607,0.471
15.0482,15,-0.464619,-0.885511,0.521633
15.0482,15,-0.587041,-0.809557,0.471
15.0482,15,-0.706021,-0.708191,0.571848
15.0482,15,-0.80594,-0.591997,0.496368
15.0378,15,-0.884797,-0.465976,0.546793
15.0378,15,-0.943593,-0.331106,0.471
15.0378,15,-0.982539,-0.186055,0.496368
15.0273,15,-0.999265,-0.0383402,0.471
15.0273,15,-0.993389,0.114795,0.496368
15.0168,15,-0.96619,0.257831,0.521633
15.0273,15,-0.915449,0.402435,0.471
15.0168,15,-0.840725,0.541462,0.521633
15.0063,15,-0.754195,0.656651,0.471
15.0273,15,-0.650847,0.759209,0.521633
15.0063,15,-0.527199,0.849742,0.471
15.0273,15,-0.39681,0.917901,0.546793
15.0063,15,-0.251898,0.967754,0.471
15.0273,15,-0.108697,0.994075,0.546793
15.0063,15,0.0398732,0.999205,0.471
15.0273,15,0.193586,0.981083,0.496368
15.0063,15,0.338334,0.941026,0.471
15.0063,15,0.4741,0.880471,0.521633
15.0063,15,0.599389,0.800458,0.471
14.9959,15,0.711432,0.702755,0.496368
14.9959,15,0.809558,0.58704,0.471
14.9959,15,0.888345,0.459176,0.471
14.9959,15,0.946601,0.322407,0.471
15.0063,15,0.98421,0.177004,0.496368
14.9959,15,0.999619,0.0276079,0.471
15.0168,15,0.99248,-0.122411,0.471
15.0063,15,0.963776,-0.266713,0.496368
15.0063,15,0.912962,-0.408045,0.471
15.0063,15,0.841555,-0.540172,0.521633
15.0063,15,0.751165,-0.660115,0.471
15.0168,15,0.641481,-0.767139,0.521633
15.0063,15,0.520666,-0.85376,0.471
15.0273,15,0.3841,-0.923292,0.521633
15.0063,15,0.238514,-0.971139,0.471
15.0378,15,0.0980164,-0.995185,0.521633
15.0063,15,-0.0536642,-0.998559,0.471
15.0273,15,-0.199602,-0.979877,0.546793
15.0168,15,-0.342661,-0.939459,0.471
15.0273,15,-0.482184,-0.87607,0.521633
15.0168,15,-0.606731,-0.794907,0.471
15.0168,15,-0.721066,-0.692866,0.546793
15.0168,15,-0.814036,-0.580814,0.471
15.0063,15,-0.893224,-0.449611,0.546793
15.0063,15,-0.949528,-0.313681,0.471
15.0063,15,-0.986308,-0.164913,0.496368
14.9959,15,-0.999831,-0.0184061,0.496368
14.9959,15,-0.989177,0.146731,0.496368
14.9854,15,-0.96043,0.27852,0.471
14.9959,15,-0.907886,0.419217,0.471
14.9854,15,-0.835706,0.549177,0.521633
14.9854,15,-0.744034,0.668142,0.471
14.9959,15,-0.635578,0.772037,0.521633
14.9854,15,-0.512786,0.858516,0.471
15.0063,15,-0.378427,0.925631,0.521633
14.9854,15,-0.235533,0.971866,0.471
15.0063,15,-0.087325,0.99618,0.521633
14.9854,15,0.0613213,0.998118,0.471
15.0063,15,0.211612,0.977354,0.521633
14.9854,15,0.351293,0.936266,0.471
14.9959,15,0.487551,0.873095,0.496368
14.9854,15,0.614022,0.789289,0.471
14.9854,15,0.725304,0.688429,0.521633
14.9854,15,0.819348,0.573297,0.471
14.9749,15,0.8946,0.446868,0.471
14.9854,15,0.951435,0.30785,0.471
14.9854,15,0.987057,0.160372,0.521633
14.9854,15,0.999942,0.0107372,0.471
14.9959,15,0.990058,-0.140659,0.496368
14.9854,15,0.958703,-0.284408,0.471
14.9959,15,0.895966,-0.444122,0.496368
14.9854,15,0.830616,-0.556845,0.496368
14.9854,15,0.73992,-0.672695,0.471
14.9854,15,0.627251,-0.778817,0.521633
14.9854,15,0.503538,-0.863973,0.471
14.9959,15,0.371317,-0.928506,0.521633
14.9854,15,0.225084,-0.974339,0.471
15.0063,15,0.0766234,-0.99706,0.521633
14.9854,15,-0.0705054,-0.997511,0.471
15.0063,15,-0.219102,-0.975702,0.546793
14.9959,15,-0.361327,-0.932439,0.471
15.0168,15,-0.504863,-0.8632,0.521633
15.0063,15,-0.62126,-0.783604,0.471
15.0063,15,-0.732655,-0.6806,0.546793
14.9959,15,-0.825457,-0.564465,0.471
14.9959,15,-0.900684,-0.434475,0.546793
14.9959,15,-0.955594,-0.294685,0.471
14.9959,15,-0.989177,-0.14673,0.496368
14.9854,15,-1.0,1.31529e-06,0.471
14.9854,15,-0.988491,0.151281,0.496368
14.9645,15,-0.955141,0.296151,0.471
14.9854,15,-0.898674,0.438617,0.496368
14.9749,15,-0.825456,0.564466,0.496368
14.9854,15,-0.729514,0.683966,0.471
14.9854,15,-0.62246,0.782651,0.521633
14.9854,15,-0.498227,0.867046,0.471
14.9959,15,-0.362756,0.931884,0.546793
14.9749,15,-0.2191,0.975702,0.471
14.9959,15,-0.0735647,0.99729,0.521633
14.9645,15,0.078154,0.996941,0.471
14.9959,15,0.228072,0.973644,0.521633
14.9749,15,0.369892,0.929075,0.471
14.9854,15,0.503538,0.863973,0.521633
14.9749,15,0.626058,0.779777,0.471
14.9749,15,0.736817,0.676092,0.496368
14.9645,15,0.829761,0.558119,0.471
14.9645,15,0.90399,0.427554,0.521633
14.9749,15,0.95694,0.290285,0.496368
14.9749,15,0.9894,0.145213,0.546793
14.9749,15,0.999981,-0.00613659,0.471
14.9854,15,0.988257,-0.152798,0.521633
14.9749,15,0.953306,-0.302006,0.471
14.9854,15,0.898674,-0.438616,0.496368
14.9749,15,0.821977,-0.569521,0.496368
14.9854,15,0.728464,-0.685084,0.471
14.9749,15,0.618852,-0.785507,0.521633
14.9854,15,0.478147,-0.87828,0.496368
14.9854,15,0.359895,-0.932993,0.521633
14.9854,15,0.21311,-0.977028,0.496368
15.0063,15,0.0659127,-0.997825,0.546793
14.9854,15,-0.0827409,-0.996571,0.471
15.0063,15,-0.231058,-0.97294,0.521633
14.9854,15,-0.374165,-0.927362,0.471
15.0063,15,-0.51015,-0.860085,0.521633
14.9854,15,-0.632019,-0.774953,0.471
14.9959,15,-0.741981,-0.670421,0.521633
14.9854,15,-0.83147,-0.55557,0.471
14.9854,15,-0.905948,-0.423389,0.521633
14.9854,15,-0.958704,-0.284406,0.471
14.9854,15,-0.991108,-0.133059,0.496368
14.9749,15,-0.999925,0.0122716,0.471
14.9749,15,-0.987057,0.160372,0.521633
14.9645,15,-0.953306,0.302007,0.471
14.9749,15,-0.896646,0.442747,0.496368
14.9645,15,-0.821977,0.569521,0.496368
14.9749,15,-0.727413,0.6862,0.471
14.9749,15,-0.614021,0.789289,0.521633
14.9749,15,-0.488887,0.872347,0.471
14.9854,15,-0.35703,0.934093,0.546793
14.9749,15,-0.204108,0.978948,0.496368
14.9854,15,-0.0643812,0.997925,0.521633
14.9645,15,0.0888536,0.996045,0.471
14.9854,15,0.231059,0.97294,0.496368
14.9645,15,0.377007,0.92621,0.471
14.9749,15,0.523284,0.852158,0.496368
14.9645,15,0.634394,0.77301,0.471
14.9645,15,0.741981,0.670421,0.471
14.954,15,0.848121,0.529802,0.471
14.9645,15,0.905948,0.42339,0.471
14.9645,15,0.960002,0.279992,0.471
14.9645,15,0.990273,0.139139,0.521633
14.9645,15,0.999575,-0.0291415,0.471
14.9854,15,0.983385,-0.181532,0.521633
14.9749,15,0.928506,-0.371318,0.471
14.9854,15,0.884081,-0.467333,0.496368
14.9645,15,0.815814,-0.578314,0.471
14.9854,15,0.721066,-0.692866,0.471
14.9749,15,0.612809,-0.790231,0.496368
14.9854,15,0.484868,-0.874587,0.471
14.9749,15,0.331105,-0.943594,0.496368
14.9749,15,0.190575,-0.981673,0.471
14.9959,15,0.0582574,-0.998302,0.521633
14.9854,15,-0.126978,-0.991906,0.496368
14.9959,15,-0.250413,-0.968139,0.546793
14.9854,15,-0.386933,-0.922108,0.471
15.0063,15,-0.532404,-0.846491,0.521633
14.9854,15,-0.637944,-0.770082,0.471
14.9959,15,-0.772037,-0.635577,0.521633
14.9854,15,-0.836548,-0.547894,0.471
14.9749,15,-0.911075,-0.412241,0.521633
14.9749,15,-0.961281,-0.275571,0.471
14.9854,15,-0.991512,-0.130018,0.496368
14.9645,15,-0.998941,0.0460031,0.471
14.9749,15,-0.985014,0.172474,0.521633
14.9749,0,-0.985014,0.172474,0.521633
14.9749,0,-0.926787,0.375587,0.471
14.7341,0,-0.80594,0.591997,0.368498
13.7811,0,-0.732654,0.680602,0.471
13.7811,0,-0.732654,0.680602,0.471
10.0112,0,-0.600615,0.799538,0.368498
8.24144,0,-0.551738,0.834018,0.394277
6.14705,0,-0.512785,0.858517,0.445528
4.46106,0,-0.498226,0.867047,0.471
2.68083,0,-0.491562,0.870843,0.471
1.39277,0,-0.48755,0.873095,0.471
0.79587,0,-0.484868,0.874587,0.471
0.429351,0,-0.483527,0.87533,0.471
0.219911,0,-0.482184,0.87607,0.471
0.125664,0,-0.480838,0.876809,0.471
0.0523599,0,-0.479493,0.877546,0.471
0.0314159,0,-0.480838,0.876809,0.471
-0.0,0,-0.479493,0.877546,0.471
-0.0,0,-0.479493,0.877546,0.471
-0.020944,0,-0.479493,0.877546,0.471
-0.020944,0,-0.479493,0.877546,0.471
-0.0314159,0,-0.479493,0.877546,0.471
-0.0314159,0,-0.479493,0.877546,0.471
-0.0314159,0,-0.479493,0.877546,0.471
-0.0314159,0,-0.479493,0.877546,0.471
-0.0314159,0,-0.479493,0.877546,0.471
-0.0314159,0,-0.479493,0.877546,0.471
-0.0314159,0,-0.479493,0.877546,0.471
-0.0314159,0,-0.479493,0.877546,0.471
-0.0418879,0,-0.480838,0.876809,0.471
-0.0314159,0,-0.480838,0.876809,0.471
-0.0523599,0,-0.480838,0.876809,0.471
-0.0418879,0,-0.480838,0.876809,0.471
-0.0314159,0,-0.480838,0.876809,0.471
-0.0314159,0,-0.480838,0.876809,0.471
-0.0314159,0,-0.480838,0.876809,0.471
-0.020944,0,-0.480838,0.876809,0.471
-0.020944,0,-0.480838,0.876809,0.471
-0.0418879,0,-0.480838,0.876809,0.471
-0.0314159,0,-0.482184,0.87607,0.471
-0.0418879,0,-0.482184,0.87607,0.471
-0.0314159,0,-0.482184,0.87607,0.471
-0.0314159,0,-0.482184,0.87607,0.471
-0.020944,0,-0.482184,0.87607,0.471
-0.020944,0,-0.482184,0.87607,0.471
-0.020944,0,-0.482184,0.87607,0.471
-0.020944,0,-0.482184,0.87607,0.471
-0.020944,0,-0.482184,0.87607,0.471
-0.0314159,0,-0.483527,0.87533,0.471
-0.0314159,0,-0.483527,0.87533,0.471
-0.0418879,0,-0.483527,0.87533,0.471
-0.0314159,0,-0.483527,0.87533,0.471
-0.0314159,0,-0.483527,0.87533,0.471
-0.020944,0,-0.483527,0.87533,0.471
-0.020944,0,-0.484868,0.874587,0.471
-0.0418879,0,-0.483527,0.87533,0.471
-0.0314159,0,-0.484868,0.874587,0.471
-0.0314159,0,-0.484868,0.874587,0.471
-0.0314159,0,-0.484868,0.874587,0.471
-0.020944,0,-0.484868,0.874587,0.471
-0.0418879,0,-0.486209,0.873842,0.471
-0.0314159,0,-0.486209,0.873842,0.471
-0.0314159,0,-0.486209,0.873842,0.471
-0.0314159,0,-0.486209,0.873842,0.471
-0.020944,0,-0.486209,0.873842,0.471
-0.0418879,0,-0.48755,0.873095,0.471
-0.020944,0,-0.48755,0.873095,0.471
-0.0314159,0,-0.48755,0.873095,0.471
-0.0314159,0,-0.48755,0.873095,0.471
-0.020944,0,-0.48755,0.873095,0.471
-0.020944,0,-0.48755,0.873095,0.471
-0.010472,0,-0.48755,0.873095,0.471
-0.010472,0,-0.48755,0.873095,0.471
-0.0418879,0,-0.488889,0.872346,0.471
-0.020944,0,-0.488889,0.872346,0.471
-0.0314159,0,-0.488889,0.872346,0.471
-0.0314159,0,-0.488889,0.872346,0.471
-0.020944,0,-0.488889,0.872346,0.471
-0.010472,0,-0.488889,0.872346,0.471
-0.010472,0,-0.488889,0.872346,0.471
-0.010472,0,-0.488889,0.872346,0.471
-0.010472,0,-0.488889,0.872346,0.471
-0.0314159,0,-0.488889,0.872346,0.471
-0.020944,0,-0.490226,0.871596,0.471
-0.0314159,0,-0.490226,0.871596,0.471
-0.020944,0,-0.490226,0.871596,0.471
-0.020944,0,-0.490226,0.871596,0.471
-0.010472,0,-0.490226,0.871596,0.471
-0.010472,0,-0.490226,0.871596,0.471
-0.010472,0,-0.490226,0.871596,0.471
-0.010472,0,-0.491562,0.870843,0.471
-0.0314159,0,-0.490226,0.871596,0.471
-0.020944,0,-0.491562,0.870843,0.471
-0.0314159,0,-0.491562,0.870843,0.471
-0.020944,0,-0.491562,0.870843,0.471
-0.010472,0,-0.491562,0.870843,0.471
-0.010472,0,-0.491562,0.870843,0.471
-0.010472,0,-0.491562,0.870843,0.471
-0.010472,0,-0.491562,0.870843,0.471
-0.010472,0,-0.491562,0.870843,0.471
-0.020944,0,-0.492897,0.870088,0.471
-0.020944,0,-0.491562,0.870843,0.471
-0.0314159,0,-0.492897,0.870088,0.471
-0.020944,0,-0.492897,0.870088,0.471
-0.020944,0,-0.492897,0.870088,0.471
-0.010472,0,-0.492897,0.870088,0.471
-0.010472,0,-0.492897,0.870088,0.471
-0.010472,0,-0.492897,0.870088,0.471
-0.010472,0,-0.492897,0.870088,0.471
-0.010472,0,-0.492897,0.870088,0.471
-0.010472,0,-0.492897,0.870088,0.471
-0.010472,0,-0.492897,0.870088,0.471
-0.010472,0,-0.492897,0.870088,0.471
-0.010472,0,-0.492897,0.870088,0.471
-0.010472,0,-0.492897,0.870088,0.471
-0.010472,0,-0.494232,0.86933,0.471
-0.020944,0,-0.492897,0.870088,0.471
-0.020944,0,-0.494232,0.86933,0.471
-0.020944,0,-0.494232,0.86933,0.471
-0.010472,0,-0.494232,0.86933,0.471
-0.010472,0,-0.494232,0.86933,0.471
-0.010472,0,-0.494232,0.86933,0.471
-0.010472,0,-0.494232,0.86933,0.471
-0.0,0,-0.494232,0.86933,0.471
-0.0,0,-0.494232,0.86933,0.471
-0.0,0,-0.494232,0.86933,0.471
-0.0,0,-0.494232,0.86933,0.471
-0.0,0,-0.494232,0.86933,0.471
-0.0,0,-0.494232,0.86933,0.471
-0.0,0,-0.494232,0.86933,0.471
-0.0,0,-0.494232,0.86933,0.471
-0.0,0,-0.494232,0.86933,0.471
-0.020944,0,-0.494232,0.86933,0.471
-0.020944,0,-0.495565,0.868571,0.471
-0.020944,0,-0.495565,0.868571,0.471
-0.010472,0,-0.495565,0.868571,0.471
-0.010472,0,-0.495565,0.868571,0.471
-0.010472,0,-0.495565,0.868571,0.471
-0.0,0,-0.495565,0.868571,0.471
-0.0,0,-0.495565,0.868571,0.471
-0.0,0,-0.495565,0.868571,0.471
-0.0,0,-0.495565,0.868571,0.471
-0.0,0,-0.495565,0.868571,0.471
-0.0,0,-0.495565,0.868571,0.471
-0.0,0,-0.495565,0.868571,0.471
-0.0,0,-0.495565,0.868571,0.471
-0.0,0,-0.495565,0.868571,0.471
